output_binary_y,age,default,housing,loan,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,output_binary_x,month_int,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,education_basic.4y,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree
1,-0.004692156577028701,-0.014647396857926012,0.8667841720414475,-0.43017831277613033,-0.7110923986089297,-0.5132261177999387,-0.6704321890321991,0.6258129041852494,-0.42294674870302723,-0.5864325554706896,1.8904880107986841,1.1277349571051225,0.1656921814387072,3.272173384764428,1.8217601940721626,1.6159066012843568,1.1428041410904866,-0.6457718456202196,-0.4319276166464568,-0.18233123937236823,-0.14030338331657843,-0.2918827345463534,-0.27193031344396024,-0.18107149208503706,3.186394521688564,-0.20949259494173822,-0.4329759357956221,-0.17070170721958855,-0.29447119844440933,-0.20498917838353936,-0.38322769815696567,1.6575851183083476,-0.014647396857926012,-0.3909206966865823,-0.7373659941111492
0,-0.32756793461552225,-0.014647396857926012,0.8667841720414475,-0.43017831277613033,-0.004697179705279561,0.7607580635462329,-0.6704321890321991,0.6258129041852494,-0.42294674870302723,-0.5864325554706896,1.8904880107986841,0.10877118031161087,-0.09005121661778415,2.9851328933778656,1.8217601940721626,-0.6188476482521817,1.5145424124946065,1.5485345277627716,-0.4319276166464568,-0.18233123937236823,-0.14030338331657843,-0.2918827345463534,-0.27193031344396024,-0.18107149208503706,-0.3138343331917577,-0.20949259494173822,-0.4329759357956221,-0.17070170721958855,-0.29447119844440933,-0.20498917838353936,-0.38322769815696567,-0.6032872695071926,-0.014647396857926012,-0.3909206966865823,1.3561786249790928
1,-0.32756793461552225,-0.014647396857926012,0.8667841720414475,-0.43017831277613033,-0.004697179705279561,-0.6386182616332232,-0.6704321890321991,0.6258129041852494,-0.42294674870302723,-0.5864325554706896,1.8904880107986841,0.10877118031161087,-0.09005121661778415,2.630332023696771,1.8217601940721626,1.6159066012843568,1.5145424124946065,1.5485345277627716,-0.4319276166464568,-0.18233123937236823,-0.14030338331657843,-0.2918827345463534,-0.27193031344396024,-0.18107149208503706,-0.3138343331917577,-0.20949259494173822,-0.4329759357956221,-0.17070170721958855,-0.29447119844440933,-0.20498917838353936,-0.38322769815696567,1.6575851183083476,-0.014647396857926012,-0.3909206966865823,-0.7373659941111492
0,-0.24684899010589886,-0.014647396857926012,0.8667841720414475,-0.43017831277613033,-0.004697179705279561,-0.6185555186198977,-0.6704321890321991,-1.597921668460812,-0.42294674870302723,1.7052259303669928,1.8904880107986841,0.10877118031161087,-0.09005121661778415,2.630332023696771,1.8217601940721626,-0.6188476482521817,1.5145424124946065,1.5485345277627716,-0.4319276166464568,-0.18233123937236823,-0.14030338331657843,-0.2918827345463534,-0.27193031344396024,-0.18107149208503706,-0.3138343331917577,-0.20949259494173822,-0.4329759357956221,-0.17070170721958855,-0.29447119844440933,-0.20498917838353936,-0.38322769815696567,-0.6032872695071926,-0.014647396857926012,-0.3909206966865823,1.3561786249790928
0,-0.892600546182886,-0.014647396857926012,0.8667841720414475,-0.43017831277613033,0.7016980391983706,-0.7564868768365108,-0.6704321890321991,0.6258129041852494,-0.42294674870302723,-0.5864325554706896,1.8904880107986841,0.10877118031161087,-0.09005121661778415,2.5917462527234947,1.8217601940721626,-0.6188476482521817,1.5145424124946065,-0.6457718456202196,-0.4319276166464568,-0.18233123937236823,-0.14030338331657843,-0.2918827345463534,-0.27193031344396024,5.522680508593631,-0.3138343331917577,-0.20949259494173822,-0.4329759357956221,-0.17070170721958855,-0.29447119844440933,-0.20498917838353936,-0.38322769815696567,-0.6032872695071926,-0.014647396857926012,-0.3909206966865823,1.3561786249790928
0,0.15674573244221807,-0.014647396857926012,-1.1536897329871667,-0.43017831277613033,-1.41748761751258,-0.27999673027002925,-0.6704321890321991,0.6258129041852494,-0.42294674870302723,-0.5864325554706896,1.8904880107986841,0.10877118031161087,-0.09005121661778415,2.5409259690025947,1.8217601940721626,-0.6188476482521817,1.5145424124946065,-0.6457718456202196,-0.4319276166464568,-0.18233123937236823,-0.14030338331657843,-0.2918827345463534,-0.27193031344396024,-0.18107149208503706,-0.3138343331917577,-0.20949259494173822,2.3095971792576258,-0.17070170721958855,-0.29447119844440933,-0.20498917838353936,-0.38322769815696567,-0.6032872695071926,-0.014647396857926012,2.558063588026762,-0.7373659941111492
0,-0.489005823634769,-0.014647396857926012,-1.1536897329871667,-0.43017831277613033,-1.41748761751258,0.15135224451646967,-0.6704321890321991,0.6258129041852494,-0.42294674870302723,-0.5864325554706896,1.8904880107986841,0.10877118031161087,-0.09005121661778415,2.5409259690025947,1.8217601940721626,-0.6188476482521817,1.5145424124946065,1.5485345277627716,-0.4319276166464568,-0.18233123937236823,-0.14030338331657843,-0.2918827345463534,-0.27193031344396024,-0.18107149208503706,-0.3138343331917577,-0.20949259494173822,-0.4329759357956221,-0.17070170721958855,-0.29447119844440933,-0.20498917838353936,-0.38322769815696567,1.6575851183083476,-0.014647396857926012,-0.3909206966865823,-0.7373659941111492
0,0.31818362146146484,-0.014647396857926012,0.8667841720414475,-0.43017831277613033,-1.41748761751258,-0.5709065039632496,-0.6704321890321991,0.6258129041852494,-0.42294674870302723,-0.5864325554706896,1.8904880107986841,0.10877118031161087,-0.09005121661778415,2.5409259690025947,1.8217601940721626,-0.6188476482521817,1.5145424124946065,-0.6457718456202196,-0.4319276166464568,-0.18233123937236823,-0.14030338331657843,3.4260334087735904,-0.27193031344396024,-0.18107149208503706,-0.3138343331917577,-0.20949259494173822,-0.4329759357956221,-0.17070170721958855,-0.29447119844440933,-0.20498917838353936,-0.38322769815696567,-0.6032872695071926,-0.014647396857926012,-0.3909206966865823,1.3561786249790928
0,0.9639351775384519,-0.014647396857926012,0.8667841720414475,2.3246174209633192,-1.41748761751258,-0.4430065172532992,-0.6704321890321991,0.6258129041852494,-0.42294674870302723,-0.5864325554706896,1.8904880107986841,0.10877118031161087,-0.09005121661778415,2.5409259690025947,1.8217601940721626,-0.6188476482521817,1.5145424124946065,1.5485345277627716,-0.4319276166464568,-0.18233123937236823,-0.14030338331657843,-0.2918827345463534,-0.27193031344396024,-0.18107149208503706,-0.3138343331917577,-0.20949259494173822,-0.4329759357956221,-0.17070170721958855,-0.29447119844440933,-0.20498917838353936,-0.38322769815696567,-0.6032872695071926,-0.014647396857926012,-0.3909206966865823,1.3561786249790928
0,0.0760267879325947,-0.014647396857926012,0.8667841720414475,-0.43017831277613033,-1.41748761751258,-0.4329751457466364,-0.6704321890321991,0.6258129041852494,-0.42294674870302723,-0.5864325554706896,1.8904880107986841,0.10877118031161087,-0.09005121661778415,2.5409259690025947,1.8217601940721626,-0.6188476482521817,1.5145424124946065,-0.6457718456202196,-0.4319276166464568,5.484523680320836,-0.14030338331657843,-0.2918827345463534,-0.27193031344396024,-0.18107149208503706,-0.3138343331917577,-0.20949259494173822,-0.4329759357956221,-0.17070170721958855,-0.29447119844440933,-0.20498917838353936,-0.38322769815696567,-0.6032872695071926,-0.014647396857926012,-0.3909206966865823,1.3561786249790928
